level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
137,138,49.0,5.0,35.0,217,58.800000000000004,24.072,5.0,FirstHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 69]",True,422864.0,,,,,,,,,,,,,5.583333333333333,,,,,,,,,,,Le Havre,Monaco,45.0,Issa Soumare,FW,True,0.0,0.0,,I. Soumare,6.0,Le Havre
138,139,593.0,5.0,35.0,248,48.72,43.724000000000004,5.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.06'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.4'}]","[91, 120, 29, 36, 38, 216, 218]",True,447689.0,54.285000000000004,42.432,,,,,,,,,,,5.583333333333333,,,,,,,,,,,Monaco,Le Havre,15.0,Lamine Camara,DMC,True,5.702689676321526,0.0,-13.070539048824934,L. Camara,6.0,Le Havre
139,140,50.0,5.0,36.0,217,58.800000000000004,24.072,5.0,FirstHalf,BallRecovery,Successful,[],[93],False,259930.0,,,,,,,,,,,,,5.6,,,,,,,,,,,Le Havre,Monaco,21.0,Younes Namli,MR,True,0.0,0.0,,Y. Namli,6.0,Le Havre
140,141,51.0,5.0,36.0,217,58.800000000000004,24.072,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.30'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.3'}]","[91, 117, 30, 35, 38, 216, 218]",True,259930.0,38.745,20.876,,,,,,,,,,,5.6,,,,6.0,2.0,4.0,2.0,0.01685596,0.01269174,-0.00416422,Le Havre,Monaco,21.0,Younes Namli,MR,True,-20.287631377918657,0.0,-170.94538256792896,Y. Namli,6.0,Le Havre
141,142,51.5,5.0,36.5,217,38.745,20.876,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,457079.0,41.475,19.244000000000003,,,,,,361.0,,,,,5.608333333333333,,,,4.0,2.0,4.0,2.0,0.01269174,0.01269174,0.0,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,0.0,2.326020421868435,-30.871074989628863,A. Seko,6.0,Le Havre
142,143,361.0,5.0,37.0,217,41.475,19.244000000000003,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.21'}]","[91, 117, 30, 36, 38, 216, 218]",True,457079.0,49.14,5.168,,,,,,,,,,,5.616666666666667,,,,4.0,2.0,5.0,0.0,0.01269174,0.01248344,-0.0002082999999999998,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,2.3543526380365236,0.0,-61.42976771287963,A. Seko,6.0,Le Havre
143,144,361.5,5.0,39.5,217,49.14,5.168,5.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,49.875,1.4960000000000002,,,,,,53.0,,,,,5.658333333333333,,,,5.0,0.0,5.0,0.0,0.01248344,0.01248344,0.0,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,0.0,-1.1323981225026856,-78.68106583249329,A. Sangante,6.0,Le Havre
144,145,53.0,5.0,42.0,217,49.875,1.4960000000000002,5.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '84'}]","[91, 70]",True,486031.0,,,,,,,,,,,,,5.7,,,,,,,,,,,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,0.0,0.0,,A. Sangante,6.0,Le Havre
145,146,84.0,5.0,42.0,248,55.125,66.504,5.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '53'}]","[91, 142]",True,244560.0,,,,,,,,,,,,,5.7,,,,,,,,,,,Monaco,Le Havre,10.0,Aleksandr Golovin,AML,True,0.0,0.0,,A. Golovin,6.0,Le Havre
146,147,54.0,5.0,45.0,217,58.800000000000004,2.176,5.0,FirstHalf,TakeOn,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '86'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 53]",True,486031.0,,,,,,,,,,,,,5.75,,,,,,,,,,,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,0.0,0.0,,A. Sangante,6.0,Le Havre
147,148,86.0,5.0,45.0,248,46.2,65.824,5.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '54'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 142]",True,320313.0,,,,,,,,,,,,,5.75,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,0.0,0.0,,C. Henrique,7.0,Monaco
148,149,55.0,5.0,46.0,217,57.330000000000005,1.7000000000000002,5.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",[91],True,486031.0,,,,,,,,,,,,,5.766666666666667,,,,,,,,,,,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,0.0,0.0,,A. Sangante,7.0,Monaco
149,150,92.0,5.0,46.0,248,42.525,64.668,5.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,320313.0,,,,,,,,,,,,,5.766666666666667,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,0.0,0.0,,C. Henrique,7.0,Monaco
150,151,87.0,5.0,47.0,248,43.260000000000005,63.03600000000001,5.0,FirstHalf,BallRecovery,Successful,[],[93],False,244560.0,,,,,,,,,,,,,5.783333333333333,,,,,,,,,,,Monaco,Le Havre,10.0,Aleksandr Golovin,AML,True,0.0,0.0,,A. Golovin,7.0,Monaco
151,152,88.0,5.0,48.0,248,43.260000000000005,63.03600000000001,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.53'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 117, 30, 124, 35, 38, 216, 218]",True,244560.0,40.32,46.92,,,,,,,,,,,5.8,,,,5.0,7.0,4.0,5.0,0.01248344,0.01269174,0.0002082999999999998,Monaco,Le Havre,10.0,Aleksandr Golovin,AML,True,2.2691709545251513,0.0,-100.33863156709877,A. Golovin,7.0,Monaco
152,153,89.0,5.0,50.0,248,40.95,47.6,5.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '56'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,252419.0,,,,,,,,,,,,,5.833333333333333,,,,,,,,,,,Monaco,Le Havre,6.0,Denis Zakaria,DMC,True,0.0,0.0,,D. Zakaria,7.0,Monaco
153,154,56.0,5.0,50.0,217,64.05,20.400000000000002,5.0,FirstHalf,Tackle,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '89'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 142]",True,444157.0,,,,,,,,,,,,,5.833333333333333,,,,,,,,,,,Le Havre,Monaco,6.0,Etienne Youte,DMC,True,0.0,0.0,,E. Youte,7.0,Monaco
154,155,90.0,5.0,52.0,248,39.480000000000004,51.476000000000006,5.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.00'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.6'}]","[91, 117, 30, 36, 37, 216, 218]",True,252419.0,47.88,64.464,,,,,,,,,,,5.866666666666667,,,,4.0,6.0,5.0,7.0,0.01214719,0.01248344,0.00033624999999999974,Monaco,Le Havre,6.0,Denis Zakaria,DMC,True,3.0746258340092254,0.0,57.107196932392334,D. Zakaria,7.0,Monaco
155,156,91.0,5.0,54.0,248,50.400000000000006,64.668,5.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '54.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '90.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.7'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.66'}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,320313.0,94.605,33.11600000000001,,,,,,,,,,,5.9,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,52.19084767758686,0.0,-35.51793310263386,C. Henrique,7.0,Monaco
156,157,57.0,6.0,4.0,217,14.490000000000002,34.68,6.0,FirstHalf,KeeperPickup,Successful,[],[93],False,235829.0,,,,,,,,,,,,,6.066666666666666,,,,,,,,,,,Le Havre,Monaco,99.0,Mory Diaw,GK,True,0.0,0.0,,M. Diaw,8.0,Le Havre
157,158,58.0,6.0,5.0,217,11.235,35.496,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '31.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.6'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.86'}]","[91, 36, 38, 215, 218]",True,235829.0,13.23,21.624000000000002,,,,,,,,,,,6.083333333333333,,,,1.0,4.0,1.0,2.0,0.01082722,0.00977745,-0.0010497700000000002,Le Havre,Monaco,99.0,Mory Diaw,GK,True,1.176186788826186,0.0,-81.81612812313998,M. Diaw,8.0,Le Havre
158,159,58.5,6.0,7.0,217,13.23,21.624000000000002,6.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,457079.0,20.580000000000002,17.0,,,,,,59.0,,,,,6.116666666666667,,,,1.0,2.0,2.0,2.0,0.00977745,0.01001304,0.0002355900000000008,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,0.0,6.486076565004126,-32.17464026751614,A. Seko,8.0,Le Havre
159,160,59.0,6.0,9.0,217,20.580000000000002,17.0,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.13'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.5'}]","[91, 117, 30, 36, 38, 215, 218]",True,457079.0,26.775000000000002,2.9920000000000004,,,,,,,,,,,6.15,,,,2.0,1.0,3.0,0.0,0.00942382,0.00977659,0.0003527700000000005,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,1.968091469108316,0.0,-66.14271952837485,A. Seko,8.0,Le Havre
160,161,59.5,6.0,11.0,217,26.775000000000002,2.9920000000000004,6.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,21.315,2.5160000000000005,,,,,,60.0,,,,,6.183333333333334,,,,3.0,0.0,2.0,0.0,0.00977659,0.00844854,-0.0013280500000000008,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,0.0,-5.264950198885472,-175.0175804096242,A. Sangante,8.0,Le Havre
161,162,60.0,6.0,13.0,217,21.315,2.5160000000000005,6.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '49.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.09'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.2'}]","[91, 118, 120, 29, 36, 37, 216, 218]",True,486031.0,52.395,5.168,,,,,,,,,,,6.216666666666667,,,,,,,,,,,Le Havre,Monaco,93.0,Arouna Sangante,DR,True,29.42344456731334,0.0,4.877131153811295,A. Sangante,8.0,Le Havre
162,163,93.0,6.0,14.0,248,55.545,61.540000000000006,6.0,FirstHalf,BallRecovery,Successful,[],[93],False,320313.0,,,,,,,,,,,,,6.233333333333333,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,0.0,0.0,,C. Henrique,9.0,Monaco
163,164,94.0,6.0,15.0,248,57.330000000000005,62.35600000000001,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.14'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,320313.0,67.2,63.784000000000006,,,,,,,,,,,6.25,,,,6.0,7.0,7.0,7.0,0.01473596,0.0174506,0.002714640000000001,Monaco,Le Havre,12.0,Caio Henrique,DL,True,7.342054892385548,0.0,8.232477074595822,C. Henrique,9.0,Monaco
164,165,95.0,6.0,16.0,248,67.2,63.784000000000006,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 156, 'displayName': 'LayOff'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.16'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.5'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,244560.0,65.52,66.30000000000001,,,,,,,,,,,6.266666666666667,,,,7.0,7.0,7.0,7.0,0.0174506,0.0174506,0.0,Monaco,Le Havre,10.0,Aleksandr Golovin,AML,True,-2.8853391793909395,0.0,123.73208862553264,A. Golovin,9.0,Monaco
165,166,95.5,6.0,17.5,248,65.52,66.30000000000001,6.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '1'}",[],True,320313.0,95.44500000000001,65.62,,,,,,97.0,,,,,6.291666666666666,,,,7.0,7.0,11.0,7.0,0.0174506,0.0379259,0.0204753,Monaco,Le Havre,12.0,Caio Henrique,DL,True,0.0,17.97727251616864,-1.301735211483711,C. Henrique,9.0,Monaco
166,167,61.0,6.0,19.0,217,21.630000000000003,3.8760000000000003,6.0,FirstHalf,Challenge,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '96'}]",[55],False,457079.0,,,,,,,,,,,,,6.316666666666666,,,,,,,,,,,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,0.0,0.0,,A. Seko,9.0,Monaco
167,168,96.0,6.0,19.0,248,83.37,64.12400000000001,6.0,FirstHalf,TakeOn,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '61'}]","[91, 54]",True,320313.0,,,,,,,,,,,,,6.316666666666666,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,0.0,0.0,,C. Henrique,9.0,Monaco
168,169,97.0,6.0,25.0,248,95.44500000000001,65.62,6.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.10'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.3'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '62'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 126, 36, 38, 217, 218]",True,320313.0,95.865,64.60000000000001,,,,,,,,,,,6.416666666666667,,,,,,,,,,,Monaco,Le Havre,12.0,Caio Henrique,DL,True,1.0977059509760778,0.0,-67.61986494804096,C. Henrique,9.0,Monaco
169,170,62.0,6.0,25.0,217,10.185,4.828,6.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '97'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 185, 'displayName': 'BlockedCross'}}]","[91, 59]",True,457079.0,,,,,,,,,,,,,6.416666666666667,,,,,,,,,,,Le Havre,Monaco,15.0,Ayumu Seko,DC,True,0.0,0.0,,A. Seko,9.0,Monaco
170,171,99.0,6.0,39.0,248,95.55,68.0,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.93'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.8'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '92.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 212, 36, 38, 217]",True,320313.0,97.02000000000001,62.424,,,,,,,,,,,6.65,,,,11.0,7.0,11.0,7.0,0.0379259,0.0379259,0.0,Monaco,Le Havre,12.0,Caio Henrique,DL,True,5.7659006324679964,0.0,-75.23115083954323,C. Henrique,9.0,Monaco
171,172,100.0,6.0,40.0,248,97.02000000000001,62.424,6.0,FirstHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 69]",True,244560.0,,,,,,,,,,,,,6.666666666666667,,,,,,,,,,,Monaco,Le Havre,10.0,Aleksandr Golovin,AML,True,0.0,0.0,,A. Golovin,9.0,Monaco
172,173,64.0,6.0,41.0,217,22.89,4.148,6.0,FirstHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 69]",True,259930.0,,,,,,,,,,,,,6.683333333333334,,,,,,,,,,,Le Havre,Monaco,21.0,Younes Namli,MR,True,0.0,0.0,,Y. Namli,9.0,Monaco
173,174,101.0,6.0,46.0,248,71.29500000000002,61.2,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.87'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.4'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,252419.0,61.32,63.988,,,,,,,,,,,6.766666666666667,,,,8.0,7.0,7.0,7.0,0.02122129,0.0174506,-0.00377069,Monaco,Le Havre,6.0,Denis Zakaria,DMC,True,-9.671948319214522,0.0,164.3843887664441,D. Zakaria,9.0,Monaco
174,175,102.0,6.0,47.0,248,61.32,63.988,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.31'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,456749.0,53.550000000000004,45.56,,,,,,,,,,,6.783333333333333,,,,7.0,7.0,6.0,5.0,0.0174506,0.01685596,-0.0005946400000000004,Monaco,Le Havre,13.0,Christian Mawissa,DC,True,0.2505435837122718,0.0,-112.86228177582754,C. Mawissa,9.0,Monaco
175,176,102.5,6.0,49.5,248,53.550000000000004,45.56,6.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,117973.0,55.33500000000001,48.620000000000005,,,,,,103.0,,,,,6.825,,,,6.0,5.0,6.0,5.0,0.01685596,0.01685596,0.0,Monaco,Le Havre,3.0,Eric Dier,DC,True,0.0,0.960524595930643,59.7435628364707,E. Dier,9.0,Monaco
176,177,103.0,6.0,52.0,248,55.33500000000001,48.620000000000005,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.36'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,117973.0,58.065,61.2,,,,,,,,,,,6.866666666666667,,,,6.0,5.0,6.0,7.0,0.01685596,0.01473596,-0.0021200000000000004,Monaco,Le Havre,3.0,Eric Dier,DC,True,-2.4748136255524855,0.0,77.7560274057079,E. Dier,9.0,Monaco
177,178,104.0,6.0,53.0,248,58.065,61.2,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.41'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.3'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,456749.0,53.865,47.53200000000001,,,,,,,,,,,6.883333333333333,,,,6.0,7.0,6.0,5.0,0.01473596,0.01685596,0.0021200000000000004,Monaco,Le Havre,13.0,Christian Mawissa,DC,True,1.3517642634391294,0.0,-107.08151747640271,C. Mawissa,9.0,Monaco
178,179,104.5,6.0,54.5,248,53.865,47.53200000000001,6.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,117973.0,53.97,43.248000000000005,,,,,,105.0,,,,,6.908333333333333,,,,6.0,5.0,6.0,5.0,0.01685596,0.01685596,0.0,Monaco,Le Havre,3.0,Eric Dier,DC,True,0.0,1.0339875298192993,-88.59597278089576,E. Dier,9.0,Monaco
179,180,105.0,6.0,56.0,248,53.97,43.248000000000005,6.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.87'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,117973.0,57.330000000000005,22.304,,,,,,,,,,,6.933333333333334,,,,6.0,5.0,6.0,2.0,0.01685596,0.01685596,0.0,Monaco,Le Havre,3.0,Eric Dier,DC,True,2.7773625106729796,0.0,-80.88582494520877,E. Dier,9.0,Monaco
180,181,106.0,7.0,2.0,248,59.43000000000001,21.080000000000002,7.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.84'}]","[91, 120, 29, 36, 38, 216, 218]",True,447689.0,67.41000000000001,17.34,,,,,,,,,,,7.033333333333333,,,,,,,,,,,Monaco,Le Havre,15.0,Lamine Camara,DMC,True,6.249675788530105,0.0,-25.11115571196911,L. Camara,9.0,Monaco
181,182,107.0,7.0,3.0,248,74.865,22.44,7.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.65'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '81.1'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,262838.0,85.155,30.328000000000003,,,,,,,,,,,7.05,,,,8.0,2.0,9.0,3.0,0.0241224,0.03511326,0.010990860000000002,Monaco,Le Havre,18.0,Takumi Minamino,AMC,True,12.094317090774695,0.0,37.472672543987706,T. Minamino,9.0,Monaco
