level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
262,263,124.0,10.0,39.0,217,59.010000000000005,64.60000000000001,10.0,FirstHalf,Challenge,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '105'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]",[55],False,422864.0,,,,,,,,,,,,,10.65,,,,,,,,,,,Le Havre,Brest,45.0,Issa Soumare,FW,True,0.0,0.0,,I. Soumare,16.0,Brest
263,264,106.0,10.0,43.0,2332,69.825,1.292,10.0,FirstHalf,Pass,Successful,"[{'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '81.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '52.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '37.7'}]","[91, 119, 137, 124, 125, 36, 37, 217, 218]",True,105151.0,85.575,35.564,,,,,,,,,,,10.716666666666667,,,,8.0,0.0,9.0,4.0,0.02122129,0.03511326,0.01389197,Brest,Le Havre,77.0,Kenny Lala,DR,True,28.54435633586108,0.0,65.31843621604538,K. Lala,16.0,Brest
264,265,107.0,10.0,45.0,2332,85.575,35.564,10.0,FirstHalf,BallTouch,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 69]",True,372927.0,,,,,,,,,,,,,10.75,,,,,,,,,,,Brest,Le Havre,7.0,Junior Dina Ebimbe,FWL,True,0.0,0.0,,J. D. Ebimbe,16.0,Brest
265,266,127.0,11.0,1.0,217,4.305,32.43600000000001,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.19'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.0'}]","[91, 117, 30, 36, 38, 215, 218]",True,235829.0,12.600000000000001,31.688000000000002,,,,,,,,,,,11.016666666666667,,,,0.0,3.0,1.0,3.0,0.00941056,0.01082722,0.0014166600000000001,Le Havre,Brest,99.0,Mory Diaw,GK,True,8.27822483669668,0.0,-5.152699465835815,M. Diaw,17.0,Le Havre
266,267,128.0,11.0,2.0,217,13.755,31.212,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '17.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.91'}]","[91, 117, 30, 36, 38, 215, 218]",True,486031.0,17.955000000000002,10.064000000000002,,,,,,,,,,,11.033333333333333,,,,1.0,3.0,1.0,1.0,0.01082722,0.00878589,-0.002041330000000001,Le Havre,Brest,93.0,Arouna Sangante,DC,True,1.0115398670406535,0.0,-78.76719841778916,A. Sangante,17.0,Le Havre
267,268,129.0,11.0,3.0,217,17.955000000000002,9.792000000000002,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.33'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.5'}]","[91, 117, 30, 36, 38, 215, 218]",True,555611.0,23.625,1.8360000000000003,,,,,,,,,,,11.05,,,,1.0,1.0,2.0,0.0,0.00878589,0.00844854,-0.00033735000000000015,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,2.847608968827899,0.0,-54.52367984093482,S. Zagadou,17.0,Le Havre
268,269,130.0,11.0,4.0,217,23.625,1.8360000000000003,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.8'}]","[91, 117, 30, 35, 37, 215, 218]",True,399003.0,12.39,19.244000000000003,,,,,,,,,,,11.066666666666666,,,,2.0,0.0,1.0,2.0,0.00844854,0.00977745,0.0013289100000000009,Le Havre,Brest,13.0,Fode Doucoure,MR,True,-6.277270081979708,0.0,122.83791183277496,F. Doucoure,17.0,Le Havre
269,270,130.5,11.0,5.5,217,12.39,19.244000000000003,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,12.18,23.936000000000003,,,,,,131.0,,,,,11.091666666666667,,,,1.0,2.0,1.0,2.0,0.00977745,0.00977745,0.0,Le Havre,Brest,93.0,Arouna Sangante,DC,True,0.0,0.41420448270483234,92.56267884249597,A. Sangante,17.0,Le Havre
270,271,131.0,11.0,7.0,217,12.18,23.936000000000003,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}]","[91, 117, 30, 36, 37, 215, 218]",True,486031.0,28.665000000000003,26.588000000000005,,,,,,,,,,,11.116666666666667,,,,1.0,2.0,3.0,3.0,0.00977745,0.01132376,0.0015463100000000004,Le Havre,Brest,93.0,Arouna Sangante,DC,True,16.669997829034898,0.0,9.139070073092038,A. Sangante,17.0,Le Havre
271,272,131.5,11.0,8.5,217,28.665000000000003,26.588000000000005,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,457079.0,26.669999999999998,30.056000000000004,,,,,,132.0,,,,,11.141666666666666,,,,3.0,3.0,3.0,3.0,0.01132376,0.01132376,0.0,Le Havre,Brest,15.0,Ayumu Seko,DMC,True,0.0,-1.7352273037658108,119.91007514397647,A. Seko,17.0,Le Havre
272,273,132.0,11.0,10.0,217,26.669999999999998,30.056000000000004,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}]","[91, 117, 30, 35, 37, 215, 218]",True,457079.0,11.76,53.108,,,,,,,,,,,11.166666666666666,,,,2.0,3.0,1.0,6.0,0.01016549,0.00878589,-0.0013796,Le Havre,Brest,15.0,Ayumu Seko,DMC,True,-16.748568692698868,0.0,122.89472982256814,A. Seko,17.0,Le Havre
273,274,133.0,11.0,12.0,217,10.5,55.69200000000001,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.70'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.8'}]","[91, 117, 30, 36, 37, 215, 218]",True,123253.0,20.790000000000003,64.328,,,,,,,,,,,11.2,,,,1.0,6.0,2.0,7.0,0.00878589,0.00844854,-0.00033735000000000015,Le Havre,Brest,4.0,Gautier Lloris,DC,True,7.452872198342163,0.0,40.00543927985459,G. Lloris,17.0,Le Havre
274,275,134.0,11.0,14.0,217,21.105000000000004,66.096,11.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.7'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '109'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.22'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.4'}]","[91, 118, 120, 29, 124, 36, 38, 215, 218]",True,101911.0,26.46,65.756,,,,,,,,,,,11.233333333333333,,,,,,,,,,,Le Havre,Brest,23.0,Thomas Delaine,ML,True,5.107934676824385,0.0,-3.6329507394882445,T. Delaine,17.0,Le Havre
275,276,109.0,11.0,14.0,2332,78.54,2.244,11.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '134'}]","[91, 60]",True,105151.0,,,,,,,,,,,,,11.233333333333333,,,,,,,,,,,Brest,Le Havre,77.0,Kenny Lala,DR,True,0.0,0.0,,K. Lala,17.0,Le Havre
276,277,136.0,11.0,25.0,217,25.935,68.0,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '10.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.56'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}]","[91, 212, 35, 38, 215]",True,101911.0,10.815000000000001,62.424,,,,,,,,,,,11.416666666666666,,,,2.0,7.0,1.0,7.0,0.00844854,0.00779616,-0.0006523799999999993,Le Havre,Brest,23.0,Thomas Delaine,ML,True,-12.315054497468381,0.0,-159.7568796379817,T. Delaine,17.0,Le Havre
277,278,137.0,11.0,27.0,217,8.295,62.424,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.47'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '3.9'}]","[91, 117, 30, 35, 38, 215, 218]",True,123253.0,4.095,45.764,,,,,,,,,,,11.45,,,,0.0,7.0,0.0,5.0,0.00638303,0.0088799,0.00249687,Le Havre,Brest,4.0,Gautier Lloris,DC,True,-0.7926999196207589,0.0,-104.1494760863452,G. Lloris,17.0,Le Havre
278,279,137.5,11.0,28.0,217,4.095,45.764,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,235829.0,2.94,38.352000000000004,,,,,,138.0,,,,,11.466666666666665,,,,0.0,5.0,0.0,4.0,0.0088799,0.00941056,0.0005306600000000005,Le Havre,Brest,99.0,Mory Diaw,GK,True,0.0,-0.5643080147751789,-98.85707666282578,M. Diaw,17.0,Le Havre
279,280,138.0,11.0,29.0,217,2.94,38.352000000000004,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.51'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,235829.0,12.705,28.832,,,,,,,,,,,11.483333333333333,,,,0.0,4.0,1.0,3.0,0.00941056,0.01082722,0.0014166600000000001,Le Havre,Brest,99.0,Mory Diaw,GK,True,9.713169739276026,0.0,-44.27214359052764,M. Diaw,17.0,Le Havre
280,281,138.5,11.0,30.0,217,12.705,28.832,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,486031.0,10.290000000000001,26.792,,,,,,139.0,,,,,11.5,,,,1.0,3.0,1.0,3.0,0.01082722,0.01082722,0.0,Le Havre,Brest,93.0,Arouna Sangante,DC,True,0.0,-2.5443138183029106,-139.81153450167807,A. Sangante,17.0,Le Havre
281,282,139.0,11.0,31.0,217,10.290000000000001,26.792,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.71'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.7'}]","[91, 117, 30, 38, 215, 218]",True,486031.0,10.290000000000001,13.124,,,,,,,,,,,11.516666666666666,,,,1.0,3.0,1.0,1.0,0.01082722,0.00878589,-0.002041330000000001,Le Havre,Brest,93.0,Arouna Sangante,DC,True,-1.9995697827796732,0.0,-90.0,A. Sangante,17.0,Le Havre
282,283,139.5,11.0,32.0,217,10.290000000000001,13.124,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,555611.0,13.440000000000001,6.732000000000001,,,,,,140.0,,,,,11.533333333333333,,,,1.0,1.0,1.0,0.0,0.00878589,0.00779616,-0.0009897299999999994,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,0.0,1.449290924165453,-63.76576049236968,S. Zagadou,17.0,Le Havre
283,284,140.0,11.0,33.0,217,13.440000000000001,6.732000000000001,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '1.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.92'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.7'}]","[91, 117, 30, 36, 38, 215, 218]",True,555611.0,28.035,1.2240000000000002,,,,,,,,,,,11.55,,,,1.0,0.0,3.0,0.0,0.00779616,0.00977659,0.00198043,Le Havre,Brest,29.0,Stephan Zagadou,DC,True,11.880852145736213,0.0,-20.67598083928101,S. Zagadou,17.0,Le Havre
284,285,140.5,11.0,35.0,217,28.035,1.2240000000000002,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,399003.0,26.669999999999998,13.872,,,,,,141.0,,,,,11.583333333333334,,,,3.0,0.0,3.0,1.0,0.00977659,0.0105949,0.0008183100000000009,Le Havre,Brest,13.0,Fode Doucoure,MR,True,0.0,2.7785661401821216,96.15964625319772,F. Doucoure,17.0,Le Havre
285,286,141.0,11.0,37.0,217,26.669999999999998,13.872,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.56'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '3.3'}]","[91, 117, 30, 35, 37, 215, 218]",True,399003.0,3.465,29.036000000000005,,,,,,,,,,,11.616666666666667,,,,2.0,1.0,0.0,3.0,0.00942382,0.00941056,-1.3259999999999314e-05,Le Havre,Brest,13.0,Fode Doucoure,MR,True,-20.781520833539744,0.0,146.83619290722226,F. Doucoure,17.0,Le Havre
286,287,142.0,11.0,39.0,217,3.465,29.036000000000005,11.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '45.8'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.1'}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,235829.0,48.72,36.108000000000004,,,,,,,,,,,11.65,,,,,,,,,,,Le Havre,Brest,99.0,Mory Diaw,GK,True,45.336807085711264,0.0,8.881779174251417,M. Diaw,17.0,Le Havre
287,288,111.0,11.0,41.0,2332,56.910000000000004,33.184,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.2'}]","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,300705.0,65.31,32.844,,,,,,,,,,,11.683333333333334,,,,6.0,3.0,7.0,3.0,0.01689528,0.0199707,0.0030754200000000023,Brest,Le Havre,24.0,Lucas Tousart,MC,True,8.390091421142209,0.0,-2.3178496429029933,L. Tousart,18.0,Brest
288,289,112.0,11.0,43.0,2332,65.31,32.844,11.0,FirstHalf,Aerial,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '143'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[197, 199]",False,380645.0,,,,,,,,,,,,,11.716666666666667,,,,,,,,,,,Brest,Le Havre,13.0,Joris Chotard,MC,True,0.0,0.0,,J. Chotard,18.0,Brest
289,290,143.0,11.0,43.0,217,39.69,35.156000000000006,11.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '112'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[198, 200]",False,457079.0,,,,,,,,,,,,,11.716666666666667,,,,,,,,,,,Le Havre,Brest,15.0,Ayumu Seko,DMC,True,0.0,0.0,,A. Seko,18.0,Brest
290,291,113.0,11.0,44.0,2332,64.89,32.980000000000004,11.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,380645.0,,,,,,,,,,,,,11.733333333333333,,,,,,,,,,,Brest,Le Havre,13.0,Joris Chotard,MC,True,0.0,0.0,,J. Chotard,18.0,Brest
291,292,114.0,11.0,47.0,2332,74.55,45.15200000000001,11.0,FirstHalf,BallRecovery,Successful,[],[93],False,300291.0,,,,,,,,,,,,,11.783333333333333,,,,,,,,,,,Brest,Le Havre,10.0,Romain Del Castillo,FWR,True,0.0,0.0,,R. D. Castillo,18.0,Brest
292,293,115.0,11.0,48.0,2332,75.705,46.444,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.76'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.9'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,300291.0,83.265,53.65200000000001,,,,,,,,,,,11.8,,,,8.0,5.0,9.0,6.0,0.0241224,0.02953272,0.00541032,Brest,Le Havre,10.0,Romain Del Castillo,FWR,True,2.5263785378480144,0.0,43.63459531619795,R. D. Castillo,18.0,Brest
293,294,116.0,11.0,49.0,2332,93.87,47.53200000000001,11.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '53.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.93'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.8'}]","[91, 120, 29, 36, 38, 217, 218]",True,372927.0,96.39,36.244,,,,,,,,,,,11.816666666666666,,,,,,,,,,,Brest,Le Havre,7.0,Junior Dina Ebimbe,FWL,True,8.623565323896658,0.0,-77.41531076203961,J. D. Ebimbe,18.0,Brest
294,295,145.0,11.0,50.0,217,8.61,31.756000000000004,11.0,FirstHalf,Interception,Successful,"[{'type': {'value': 14, 'displayName': 'LastMan'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 101, 102, 56]",True,235829.0,,,,,,,,,,,,,11.833333333333334,,,,,,,,,,,Le Havre,Brest,99.0,Mory Diaw,GK,True,0.0,0.0,,M. Diaw,19.0,Le Havre
295,296,146.0,11.0,53.0,217,12.600000000000001,44.132000000000005,11.0,FirstHalf,BallRecovery,Successful,[],[93],False,128880.0,,,,,,,,,,,,,11.883333333333333,,,,,,,,,,,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,0.0,0.0,,A. Toure,19.0,Le Havre
296,297,147.0,11.0,53.0,217,12.915000000000001,45.288,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.63'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.7'}]","[91, 117, 30, 35, 37, 215, 218]",True,128880.0,12.075000000000001,58.956,,,,,,,,,,,11.883333333333333,,,,1.0,5.0,1.0,6.0,0.00977745,0.00878589,-0.0009915600000000007,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,-3.4434857891623665,0.0,93.51682746457169,A. Toure,19.0,Le Havre
297,298,147.5,11.0,54.5,217,12.075000000000001,58.956,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,101911.0,19.740000000000002,64.94,,,,,,148.0,,,,,11.908333333333333,,,,1.0,6.0,2.0,7.0,0.00878589,0.00844854,-0.00033735000000000015,Le Havre,Brest,23.0,Thomas Delaine,ML,True,0.0,5.517423776125838,37.97885419726976,T. Delaine,19.0,Le Havre
298,299,148.0,11.0,56.0,217,19.740000000000002,64.94,11.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.26'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,101911.0,16.8,58.956,,,,,,,,,,,11.933333333333334,,,,2.0,7.0,1.0,6.0,0.00844854,0.00878589,0.00033735000000000015,Le Havre,Brest,23.0,Thomas Delaine,ML,True,-0.962315521030547,0.0,-116.16535541583183,T. Delaine,19.0,Le Havre
299,300,148.5,11.0,58.0,217,16.8,58.956,11.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,128880.0,27.72,56.916000000000004,,,,,,149.0,,,,,11.966666666666667,,,,1.0,6.0,3.0,6.0,0.00878589,0.0105949,0.0018090100000000015,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,0.0,11.056564689582814,-10.58163552094379,A. Toure,19.0,Le Havre
300,301,149.0,12.0,0.0,217,27.72,56.916000000000004,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.03'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 215, 218]",True,128880.0,32.025,64.05600000000001,,,,,,,,,,,12.0,,,,3.0,6.0,3.0,7.0,0.0105949,0.00977659,-0.0008183100000000009,Le Havre,Brest,94.0,Abdoulaye Toure,MC,True,1.6838875215531885,0.0,58.91249467652005,A. Toure,19.0,Le Havre
301,302,149.5,12.0,1.5,217,32.025,64.05600000000001,12.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,101911.0,38.85,60.588,,,,,,150.0,,,,,12.025,,,,3.0,7.0,4.0,7.0,0.00977659,0.01126267,0.0014860800000000007,Le Havre,Brest,23.0,Thomas Delaine,ML,True,0.0,7.628833223735057,-26.936574859162217,T. Delaine,19.0,Le Havre
302,303,150.0,12.0,3.0,217,38.85,60.588,12.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.34'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.3'}]","[91, 117, 30, 36, 38, 216, 218]",True,101911.0,42.525,55.488,,,,,,,,,,,12.05,,,,4.0,7.0,4.0,6.0,0.01126267,0.01214719,0.0008845199999999998,Le Havre,Brest,23.0,Thomas Delaine,ML,True,5.226282093667763,0.0,-54.22392228210538,T. Delaine,19.0,Le Havre
